id,name,score,timestamp,category
2392,Striking Distance (1993),3,879876975,Action
2393,"Amityville Horror, The (1979)",3,879648611,Horror
2394,"Candidate, The (1972)",4,888907145,Drama
2395,It's a Wonderful Life (1946),5,891014753,Drama
2396,"Long Kiss Goodnight, The (1996)",2,879875249,Action
2397,City Slickers II: The Legend of Curly's Gold (1994),4,879544219,Comedy
2398,Meet Me in St. Louis (1944),3,879375364,Musical
2399,City Hall (1996),3,884991267,Drama
2400,"Full Monty, The (1997)",3,875707746,Comedy
2401,"Nightmare Before Christmas, The (1993)",5,879519556,Children's
2402,Richard III (1995),5,878951831,Drama
2403,"Fan, The (1996)",4,878951537,Thriller
2404,Pulp Fiction (1994),3,882164406,Crime
2405,That Thing You Do! (1996),3,878962816,Comedy
2406,Sprung (1997),2,886322212,Comedy
2407,Before Sunrise (1995),2,888906464,Drama
2408,Return of the Jedi (1983),4,889783678,Action
2409,Rear Window (1954),5,875239942,Mystery
2410,Unforgiven (1992),4,890116132,Western
2411,Primal Fear (1996),3,884646114,Drama
2412,Land Before Time III: The Time of the Great Giving (1995) (V),2,879551921,Animation
2413,Chasing Amy (1997),3,883599509,Drama
2414,"Silence of the Lambs, The (1991)",4,879434937,Drama
2415,Young Guns (1988),3,883364250,Action
2416,White Squall (1996),4,877136535,Adventure
2417,Phenomenon (1996),3,883697223,Drama
2418,Henry V (1989),4,879376515,Drama
2419,Twelve Monkeys (1995),2,874947923,Drama
2420,Father of the Bride Part II (1995),3,884029519,Comedy
2421,That Thing You Do! (1996),3,888465634,Comedy
2422,Leaving Las Vegas (1995),4,891386369,Drama
2423,Star Wars (1977),5,885544947,Action
2424,Sense and Sensibility (1995),3,886724633,Drama
2425,That Darn Cat! (1997),2,874951039,Children's
2426,I Know What You Did Last Summer (1997),2,891350383,Horror
2427,Blue Sky (1994),4,881001208,Drama
2428,Cool Runnings (1993),2,891497925,Comedy
2429,"Sound of Music, The (1965)",5,877727192,Musical
2430,Mulholland Falls (1996),3,885049024,Crime
2431,Full Metal Jacket (1987),4,877554466,Action
2432,Full Metal Jacket (1987),3,879518042,Action
2433,Star Trek VI: The Undiscovered Country (1991),4,884310149,Action
2434,Sling Blade (1996),4,879435785,Drama
2435,On Golden Pond (1981),3,889739262,Drama
2436,Evita (1996),1,883790492,Drama
2437,Waterworld (1995),1,879375562,Action
2438,Mute Witness (1994),1,882396869,Thriller
2439,Men in Black (1997),4,879969592,Action
2440,To Die For (1995),2,879648656,Comedy
2441,Jurassic Park (1993),5,882826242,Action
2442,Jackie Chan's First Strike (1996),3,878970578,Action
2443,Pocahontas (1995),1,884133691,Animation
2444,Volcano (1997),4,880124435,Drama
2445,"Fish Called Wanda, A (1988)",4,880130551,Comedy
2446,"Rock, The (1996)",5,883443504,Action
2447,Star Trek VI: The Undiscovered Country (1991),5,879538922,Action
2448,It's a Wonderful Life (1946),5,891435183,Drama
2449,"Lost World: Jurassic Park, The (1997)",5,876250932,Action
2450,Multiplicity (1996),3,883956387,Comedy
2451,"Cement Garden, The (1993)",5,889651445,Drama
2452,Contact (1997),4,891206125,Drama
2453,Aliens (1986),5,876689738,Action
2454,Kolya (1996),5,888552084,Comedy
2455,"Devil's Own, The (1997)",5,879701326,Action
2456,8 1/2 (1963),4,888204996,Drama
2457,Matilda (1996),4,884050102,Children's
2458,"Quest, The (1996)",3,874775980,Action
2459,"Secret of Roan Inish, The (1994)",5,891698696,Adventure
2460,"Piano, The (1993)",4,880355594,Drama
2461,Metro (1997),3,887745380,Action
2462,Congo (1995),3,886441306,Action
2463,Miracle on 34th Street (1994),4,889909551,Drama
2464,Independence Day (ID4) (1996),4,879443329,Action
2465,Alien (1979),4,889908630,Action
2466,Jumanji (1995),3,875656055,Action
2467,Psycho (1960),5,875044597,Horror
2468,Raiders of the Lost Ark (1981),5,891698224,Action
2469,Ghost (1990),3,874791407,Comedy
2470,Batman (1989),4,882164603,Action
2471,Pulp Fiction (1994),5,884902317,Crime
2472,Field of Dreams (1989),4,888105714,Drama
2473,Jurassic Park (1993),5,884132058,Action
2474,"Last of the Mohicans, The (1992)",3,882398086,Action
2475,Fallen (1998),2,886302293,Action
2476,Secrets & Lies (1996),5,880524753,Drama
2477,"Saint, The (1997)",4,891293606,Action
2478,Mary Poppins (1964),5,887660504,Children's
2479,Chinatown (1974),3,891905856,Film-Noir
2480,"Fugitive, The (1993)",5,877727122,Action
2481,"Perez Family, The (1995)",4,876406181,Comedy
2482,Unhook the Stars (1996),1,875297281,Drama
2483,"Firm, The (1993)",5,881654386,Drama
2484,Cats Don't Dance (1997),5,879701253,Animation
2485,Tetsuo II: Body Hammer (1992),1,879436177,Sci-Fi
2486,Jaws (1975),5,877108015,Action
2487,"Paris, Texas (1984)",3,885599334,Drama
2488,2001: A Space Odyssey (1968),5,886480288,Drama
2489,Bulletproof (1996),4,883697705,Action
2490,Clockers (1995),1,885546379,Drama
2491,Raiders of the Lost Ark (1981),3,880356240,Action
2492,Independence Day (ID4) (1996),5,879868328,Action
2493,"Close Shave, A (1995)",5,875975492,Animation
2494,Star Trek: Generations (1994),5,877127796,Action
2495,"Philadelphia Story, The (1940)",4,888632443,Comedy
2496,Cape Fear (1991),2,883531507,Thriller
2497,Absolute Power (1997),4,882386309,Mystery
2498,It's a Wonderful Life (1946),3,883531246,Drama
2499,"Hunt for Red October, The (1990)",5,887924425,Action
2500,My Best Friend's Wedding (1997),5,879455764,Comedy
2501,In & Out (1997),4,890454246,Comedy
2502,Highlander (1986),4,881374437,Action
2503,Mortal Kombat (1995),3,875744357,Action
2504,Star Trek: Generations (1994),3,880333695,Action
2505,"Santa Clause, The (1994)",2,878543196,Children's
2506,Crossfire (1947),4,879434688,Crime
2507,"Rainmaker, The (1997)",4,889737047,Drama
2508,"Game, The (1997)",2,879441490,Mystery
2509,Seven (Se7en) (1995),5,884131542,Crime
2510,Henry V (1989),5,877881356,Drama
2511,Dead Man Walking (1995),4,876311146,Drama
2512,"MatchMaker, The (1997)",3,881105367,Comedy
2513,Army of Darkness (1993),4,879647749,Action
2514,Jackie Chan's First Strike (1996),4,882393384,Action
2515,Money Train (1995),2,879311007,Action
2516,"Very Brady Sequel, A (1996)",2,880233197,Comedy
2517,Pulp Fiction (1994),1,886988449,Crime
2518,When We Were Kings (1996),4,881104481,Documentary
2519,Terminator 2: Judgment Day (1991),2,875275699,Action
2520,Blade Runner (1982),5,880133189,Film-Noir
2521,"Long Kiss Goodnight, The (1996)",3,877108146,Action
2522,In the Name of the Father (1993),5,893213444,Drama
2523,Year of the Horse (1997),4,891889281,Documentary
2524,Terminator 2: Judgment Day (1991),4,884130793,Action
2525,Up Close and Personal (1996),2,882387392,Drama
2526,Austin Powers: International Man of Mystery (1997),4,874965970,Comedy
2527,Leave It to Beaver (1997),1,886036585,Comedy
2528,Scream (1996),5,886121631,Horror
2529,Casablanca (1942),5,885349715,Drama
2530,Jungle2Jungle (1997),4,880485529,Children's
2531,"Game, The (1997)",5,893255761,Mystery
2532,Love in the Afternoon (1957),3,892078297,Comedy
2533,Sling Blade (1996),4,880045651,Drama
2534,In & Out (1997),5,874984045,Comedy
2535,While You Were Sleeping (1995),4,887839165,Comedy
2536,Fire Down Below (1997),5,890757961,Action
2537,Casablanca (1942),4,891033121,Drama
2538,Brazil (1985),5,892133057,Sci-Fi
2539,Kingpin (1996),2,882100955,Comedy
2540,"Big Sleep, The (1946)",3,883531111,Film-Noir
2541,Like Water For Chocolate (Como agua para chocolate) (1992),4,879872540,Drama
2542,Cold Comfort Farm (1995),4,875280180,Comedy
2543,Snow White and the Seven Dwarfs (1937),4,889333313,Animation
2544,Alien: Resurrection (1997),5,889964074,Action
2545,"Day the Earth Stood Still, The (1951)",4,879442028,Drama
2546,"Clockwork Orange, A (1971)",4,885848616,Sci-Fi
2547,Mrs. Doubtfire (1993),4,885849648,Comedy
2548,Dead Poets Society (1989),4,886472400,Drama
2549,Don Juan DeMarco (1995),4,879648742,Comedy
2550,Raging Bull (1980),4,891721142,Drama
2551,Chasing Amy (1997),3,879966355,Drama
2552,Stripes (1981),4,885871474,Comedy
2553,Marvin's Room (1996),4,879875279,Drama
2554,Monty Python's Life of Brian (1979),3,887401307,Comedy
2555,Indiana Jones and the Last Crusade (1989),3,879792962,Action
2556,Twelve Monkeys (1995),3,892241646,Drama
2557,Othello (1995),3,889334217,Drama
2558,Bean (1997),3,891297293,Comedy
2559,Duck Soup (1933),1,875238778,Comedy
2560,"Nightmare on Elm Street, A (1984)",4,882550304,Horror
2561,Seven (Se7en) (1995),4,879467260,Crime
2562,Donnie Brasco (1997),4,887915269,Crime
2563,Highlander (1986),4,878888026,Action
2564,Men in Black (1997),3,876697205,Action
2565,"Abyss, The (1989)",3,880472507,Action
2566,"Amityville Horror, The (1979)",3,884922538,Horror
2567,Up Close and Personal (1996),2,880233043,Drama
2568,"Godfather: Part II, The (1974)",4,881955960,Action
2569,Contact (1997),3,888442249,Drama
2570,Four Weddings and a Funeral (1994),3,879111194,Comedy
2571,"Rainmaker, The (1997)",4,891449022,Drama
2572,L.A. Confidential (1997),2,879968794,Crime
2573,Michael (1996),4,879877208,Comedy
2574,Foxfire (1996),4,887909532,Drama
2575,Psycho (1960),2,880853548,Horror
2576,Forrest Gump (1994),2,880140501,Comedy
2577,Forbidden Planet (1956),5,891478376,Sci-Fi
2578,"Godfather: Part II, The (1974)",4,891350757,Action
2579,Fly Away Home (1996),5,881200745,Adventure
2580,GoodFellas (1990),5,876266775,Crime
2581,Red Corner (1997),4,879439311,Crime
2582,"Edge, The (1997)",4,885943847,Adventure
2583,Love! Valour! Compassion! (1997),2,879440211,Drama
2584,Daylight (1996),3,882398327,Action
2585,Kundun (1997),4,891560481,Drama
2586,Orlando (1993),3,892696616,Drama
2587,"Devil's Own, The (1997)",4,888631349,Action
2588,Shadowlands (1993),2,879548122,Drama
2589,Dave (1993),1,880604148,Comedy
2590,Stealing Beauty (1996),4,887915722,Drama
2591,Alien (1979),4,875636014,Action
2592,Grumpier Old Men (1995),5,875271607,Comedy
2593,Lone Star (1996),5,880140101,Drama
2594,Conan the Barbarian (1981),4,882397650,Action
2595,"Man Who Would Be King, The (1975)",4,874789279,Adventure
2596,"20,000 Leagues Under the Sea (1954)",3,878542608,Adventure
2597,Kingpin (1996),2,891034953,Comedy
2598,Wyatt Earp (1994),3,879362511,Western
2599,Tin Cup (1996),3,880131804,Comedy
2600,Dumbo (1941),4,880055454,Animation
2601,Taxi Driver (1976),4,888580248,Drama
2602,Like Water For Chocolate (Como agua para chocolate) (1992),4,888905819,Drama
2603,"Fish Called Wanda, A (1988)",3,884131243,Comedy
2604,Freeway (1996),2,891200138,Crime
2605,Stand by Me (1986),3,881260506,Adventure
2606,Contact (1997),4,878759351,Drama
2607,My Favorite Year (1982),5,887838450,Comedy
2608,Tales From the Crypt Presents: Demon Knight (1995),5,888636870,Horror
2609,"Long Kiss Goodnight, The (1996)",2,886481073,Action
2610,"Man Who Would Be King, The (1975)",5,876405633,Adventure
2611,G.I. Jane (1997),3,880354094,Action
2612,Exit to Eden (1994),3,891702387,Comedy
2613,Chasing Amy (1997),4,891724925,Drama
2614,M*A*S*H (1970),4,880140100,Comedy
2615,Bonnie and Clyde (1967),5,878955885,Crime
2616,Balto (1995),4,879446591,Animation
2617,Casablanca (1942),4,881107602,Drama
2618,Pretty Woman (1990),5,875982967,Comedy
2619,My Best Friend's Wedding (1997),5,892791017,Comedy
2620,Willy Wonka and the Chocolate Factory (1971),3,886481228,Adventure
2621,"Godfather: Part II, The (1974)",1,889333676,Action
2622,2001: A Space Odyssey (1968),4,891439302,Drama
2623,Lawrence of Arabia (1962),4,879875593,Adventure
2624,Paths of Glory (1957),5,884630523,Drama
2625,Breakdown (1997),1,891199843,Action
2626,Apocalypse Now (1979),5,874947958,Drama
2627,"English Patient, The (1996)",4,885844610,Drama
2628,Waiting for Guffman (1996),4,887745272,Comedy
2629,Boys in Venice (1996),1,878962200,Drama
2630,"Shining, The (1980)",3,880131775,Horror
2631,Ed Wood (1994),4,886480384,Comedy
2632,Swimming with Sharks (1995),4,875272132,Comedy
2633,Austin Powers: International Man of Mystery (1997),4,878346630,Comedy
2634,"Spitfire Grill, The (1996)",5,886523560,Drama
2635,Miracle on 34th Street (1994),1,875721167,Drama
2636,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,885852008,Sci-Fi
2637,Four Weddings and a Funeral (1994),4,885047252,Comedy
2638,Father of the Bride Part II (1995),2,886725027,Comedy
2639,Jaws (1975),5,887923788,Action
2640,Bitter Moon (1992),4,884112077,Drama
2641,"Maltese Falcon, The (1941)",4,881107310,Film-Noir
2642,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),4,879874902,Drama
2643,Chasing Amy (1997),4,885939945,Drama
2644,Tommy Boy (1995),4,892838462,Comedy
2645,Mother (1996),3,881518363,Comedy
2646,Mr. Holland's Opus (1995),3,875747439,Drama
2647,Donnie Brasco (1997),4,880132513,Crime
2648,Stand by Me (1986),3,891294246,Adventure
2649,Maximum Risk (1996),1,880396831,Action
2650,Wings of Desire (1987),4,889908716,Comedy
2651,Up Close and Personal (1996),3,877136039,Drama
2652,Casino (1995),4,880046022,Drama
2653,"To Have, or Not (1995)",1,885549789,Drama
2654,M*A*S*H (1970),3,887818682,Comedy
2655,"Birds, The (1963)",5,888205370,Horror
2656,Heat (1995),3,879646286,Action
2657,Dead Man Walking (1995),4,891035528,Drama
2658,Young Frankenstein (1974),4,884921394,Comedy
2659,Aliens (1986),5,891439130,Action
2660,Money Train (1995),1,879543679,Action
2661,Fear of a Black Hat (1993),5,875636340,Comedy
2662,Vanya on 42nd Street (1994),4,887822785,Drama
2663,Duck Soup (1933),3,891383835,Comedy
2664,"Family Thing, A (1996)",3,891219490,Comedy
2665,Rosencrantz and Guildenstern Are Dead (1990),4,874785926,Comedy
2666,Spellbound (1945),5,883326028,Mystery
2667,Bulletproof (1996),3,877655195,Action
2668,My Man Godfrey (1936),4,887660650,Comedy
2669,In the Company of Men (1997),1,888180049,Drama
2670,Indiana Jones and the Last Crusade (1989),4,880888689,Action
2671,Field of Dreams (1989),4,887908861,Drama
2672,My Fair Lady (1964),3,891294298,Musical
2673,Mr. Holland's Opus (1995),5,880035708,Drama
2674,Annie Hall (1977),3,875239383,Comedy
2675,Apollo 13 (1995),5,880484444,Action
2676,Twelve Monkeys (1995),2,884534968,Drama
2677,Get Shorty (1995),4,892334610,Action
2678,"Graduate, The (1967)",5,879455197,Drama
2679,Fargo (1996),5,877552612,Crime
2680,Muppet Treasure Island (1996),3,874787195,Action
2681,Miracle on 34th Street (1994),4,877663429,Drama
2682,Con Air (1997),3,891032607,Action
2683,Amistad (1997),5,884363706,Drama
2684,Crimson Tide (1995),3,882386966,Drama
2685,Interview with the Vampire (1994),4,876690048,Drama
2686,Face/Off (1997),3,884130668,Action
2687,"People vs. Larry Flynt, The (1996)",5,891720712,Drama
2688,Jaws (1975),4,891208769,Action
2689,Circle of Friends (1995),4,884365406,Drama
2690,"Empire Strikes Back, The (1980)",5,883767157,Action
2691,"Devil's Own, The (1997)",4,875320112,Action
2692,"Terminator, The (1984)",5,882076098,Action
2693,Quiz Show (1994),4,888636374,Drama
2694,My Man Godfrey (1936),4,881515411,Comedy
2695,Bride of Frankenstein (1935),5,876859778,Horror
2696,Demolition Man (1993),5,892790952,Action
2697,Anna Karenina (1997),5,887048789,Drama
2698,Bitter Moon (1992),3,884637032,Drama
2699,It's a Wonderful Life (1946),5,889388862,Drama
2700,Belle de jour (1967),3,882995290,Drama
2701,"Birdcage, The (1996)",3,886048188,Comedy
2702,Twister (1996),4,879646548,Action
2703,"English Patient, The (1996)",4,892256662,Drama
2704,Outbreak (1995),3,889334067,Action
2705,"Arrival, The (1996)",2,880915565,Action
2706,"Devil's Own, The (1997)",3,879481550,Action
2707,Blade Runner (1982),3,879435722,Film-Noir
2708,Conspiracy Theory (1997),4,888333280,Action
2709,First Kid (1996),2,891724691,Children's
2710,Three Colors: Red (1994),4,891039049,Drama
2711,"Paper, The (1994)",4,884636931,Comedy
2712,Contact (1997),4,891034801,Drama
2713,Metro (1997),3,886891194,Action
2714,This Is Spinal Tap (1984),5,877398648,Comedy
2715,Stand by Me (1986),4,880435238,Adventure
2716,Meet Me in St. Louis (1944),3,891294785,Musical
2717,Raising Arizona (1987),3,883364324,Comedy
2718,"Fish Called Wanda, A (1988)",4,891045496,Comedy
2719,Pinocchio (1940),4,887910370,Animation
2720,Cop Land (1997),3,875129603,Crime
2721,Drop Zone (1994),2,885135954,Action
2722,"People vs. Larry Flynt, The (1996)",4,889125319,Drama
2723,Leaving Las Vegas (1995),4,891032495,Drama
2724,Nobody's Fool (1994),4,879455847,Drama
2725,Nikita (La Femme Nikita) (1990),4,884634707,Thriller
2726,Glory (1989),4,875653271,Action
2727,Rear Window (1954),5,891439171,Mystery
2728,Dangerous Beauty (1998),5,890704721,Drama
2729,"Phantom, The (1996)",5,889966127,Adventure
2730,Strictly Ballroom (1992),5,891032982,Comedy
2731,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5,884630554,Sci-Fi
2732,Beauty and the Beast (1991),4,879309993,Animation
2733,"Crying Game, The (1992)",5,879966498,Action
2734,It's a Wonderful Life (1946),2,879441538,Drama
2735,Batman Returns (1992),1,886988664,Action
2736,Kiss the Girls (1997),3,883277920,Crime
2737,Black Sheep (1996),3,874792142,Comedy
2738,"Grand Day Out, A (1992)",5,877100416,Animation
2739,Monty Python's Life of Brian (1979),2,876066424,Comedy
2740,Money Talks (1997),2,875459127,Action
2741,Robin Hood: Men in Tights (1993),3,875982559,Comedy
2742,Little Women (1994),3,885479186,Drama
2743,"Stars Fell on Henrietta, The (1995)",2,890346998,Drama
2744,Return of the Jedi (1983),5,874948332,Action
2745,"Shawshank Redemption, The (1994)",4,877098643,Drama
2746,Tin Cup (1996),3,877886706,Comedy
2747,Dead Poets Society (1989),5,880610814,Drama
2748,"American President, The (1995)",3,879111249,Comedy
2749,William Shakespeare's Romeo and Juliet (1996),5,889181048,Drama
2750,When Harry Met Sally... (1989),5,881452998,Comedy
2751,"Cook the Thief His Wife & Her Lover, The (1989)",4,881373697,Drama
2752,"Clockwork Orange, A (1971)",4,885253708,Sci-Fi
2753,Stand by Me (1986),4,878971989,Adventure
2754,Amateur (1994),4,887819136,Crime
2755,"Game, The (1997)",4,875441189,Mystery
2756,Return of the Jedi (1983),5,887915511,Action
2757,"Perfect World, A (1993)",4,887820293,Action
2758,Father of the Bride Part II (1995),2,877878923,Comedy
2759,She's the One (1996),2,880333851,Comedy
2760,Relative Fear (1994),1,885548275,Horror
2761,Private Parts (1997),3,875548480,Comedy
2762,Nine Months (1995),4,879876946,Comedy
2763,Monty Python and the Holy Grail (1974),3,891013589,Comedy
2764,Home Alone (1990),3,879363133,Children's
2765,Titanic (1997),4,883709840,Action
2766,Interview with the Vampire (1994),4,876869481,Drama
2767,To Die For (1995),4,891448092,Comedy
2768,"Last Supper, The (1995)",2,892242159,Drama
2769,"River Wild, The (1994)",3,881086562,Action
2770,"Edge, The (1997)",4,890979062,Adventure
2771,Star Trek III: The Search for Spock (1984),5,879362356,Action
2772,"Misérables, Les (1995)",5,891298727,Drama
2773,Philadelphia (1993),4,875981275,Drama
2774,Welcome to the Dollhouse (1995),4,883782825,Comedy
2775,City Slickers II: The Legend of Curly's Gold (1994),2,882044649,Comedy
2776,Alaska (1996),3,877111951,Adventure
2777,Bram Stoker's Dracula (1992),3,886122446,Horror
2778,Return of the Jedi (1983),5,882050131,Action
2779,L.A. Confidential (1997),5,885180556,Crime
2780,"Life Less Ordinary, A (1997)",3,879874388,Romance
2781,"Nightmare on Elm Street, A (1984)",2,875736276,Horror
2782,Back to the Future (1985),4,880484616,Comedy
2783,Audrey Rose (1977),1,885548275,Horror
2784,Braveheart (1995),4,885349476,Action
2785,"Fugitive, The (1993)",5,884131287,Action
2786,To Die For (1995),5,887740700,Comedy
2787,Of Human Bondage (1934),4,891450575,Drama
2788,In the Bleak Midwinter (1995),3,879874449,Comedy
2789,"Silence of the Lambs, The (1991)",5,891439130,Drama
2790,Raiders of the Lost Ark (1981),5,882359065,Action
2791,Jurassic Park (1993),3,874787449,Action
2792,Star Wars (1977),4,875244125,Action
2793,"Queen Margot (Reine Margot, La) (1994)",4,880853775,Drama
2794,Two Bits (1995),1,878962496,Drama
2795,My Fellow Americans (1996),4,879563435,Comedy
2796,"Rock, The (1996)",3,889965997,Action
2797,Leave It to Beaver (1997),2,879786985,Comedy
2798,Die Hard (1988),4,879875734,Action
2799,E.T. the Extra-Terrestrial (1982),5,888204465,Children's
2800,North by Northwest (1959),4,881002345,Comedy
2801,Heaven's Prisoners (1996),1,889231898,Mystery
2802,"African Queen, The (1951)",5,877719333,Action
2803,Naked Gun 33 1/3: The Final Insult (1994),2,880089211,Comedy
2804,Poison Ivy II (1995),1,888907210,Drama
2805,City Hall (1996),3,887916330,Drama
2806,"Princess Bride, The (1987)",5,884990703,Action
2807,"Piano, The (1993)",4,879962517,Drama
2808,Leaving Las Vegas (1995),3,887831790,Drama
2809,"Bridges of Madison County, The (1995)",2,891547283,Drama
2810,Arsenic and Old Lace (1944),4,891449406,Comedy
2811,Kundun (1997),4,888311676,Drama
2812,Trainspotting (1996),1,874862229,Drama
2813,Ed Wood (1994),4,882076936,Comedy
2814,"Shawshank Redemption, The (1994)",5,879572210,Drama
2815,Schindler's List (1993),3,881259495,Drama
2816,Half Baked (1998),1,891375068,Comedy
2817,"Grand Day Out, A (1992)",5,878082781,Animation
2818,Gandhi (1982),4,892845926,Drama
2819,Star Trek: The Wrath of Khan (1982),3,879310762,Action
2820,"Firm, The (1993)",4,887840681,Drama
2821,When Harry Met Sally... (1989),3,884920949,Comedy
2822,"Frighteners, The (1996)",2,875428570,Comedy
2823,"Specialist, The (1994)",3,880334329,Action
2824,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,892317967,Sci-Fi
2825,Solo (1996),1,874951483,Action
2826,Down by Law (1986),3,887737484,Comedy
2827,Terminator 2: Judgment Day (1991),5,884239712,Action
2828,"Sting, The (1973)",3,888803537,Comedy
2829,One Flew Over the Cuckoo's Nest (1975),5,884365104,Drama
2830,Ben-Hur (1959),3,886031720,Action
2831,"Terminator, The (1984)",3,889334096,Action
2832,Casablanca (1942),5,879991535,Drama
2833,"Third Man, The (1949)",5,875384751,Mystery
2834,Clear and Present Danger (1994),5,875272010,Action
2835,Bram Stoker's Dracula (1992),3,880143695,Horror
2836,Barcelona (1994),1,885547407,Comedy
2837,"Omen, The (1976)",3,886316797,Horror
2838,Lone Star (1996),4,875318267,Drama
2839,Casablanca (1942),4,884634533,Drama
2840,Clerks (1994),4,879454939,Comedy
2841,"Boot, Das (1981)",4,875129882,Action
2842,G.I. Jane (1997),4,881958362,Action
2843,Washington Square (1997),5,890618729,Drama
2844,Sabrina (1995),3,891656639,Comedy
2845,Leaving Las Vegas (1995),5,879958705,Drama
2846,Amadeus (1984),4,880308038,Drama
2847,Aliens (1986),4,890284766,Action
2848,Shallow Grave (1994),2,887744241,Thriller
2849,If Lucy Fell (1996),4,875072087,Comedy
2850,"Killing Fields, The (1984)",5,884132246,Drama
2851,GoodFellas (1990),3,880472321,Crime
2852,Star Trek IV: The Voyage Home (1986),4,874873847,Action
2853,"Long Kiss Goodnight, The (1996)",2,891199974,Action
2854,Last Man Standing (1996),2,891028360,Action
2855,Back to the Future (1985),5,879455847,Comedy
2856,Speed (1994),4,888266906,Action
2857,Sleepers (1996),2,882143736,Crime
2858,"Sting, The (1973)",3,888204841,Comedy
2859,Beauty and the Beast (1991),3,884992100,Animation
2860,Pretty Woman (1990),4,883108873,Comedy
2861,Breakfast at Tiffany's (1961),3,880087739,Drama
2862,Until the End of the World (Bis ans Ende der Welt) (1991),3,891447409,Drama
2863,Fargo (1996),3,881372366,Crime
2864,Cops and Robbersons (1994),1,885547557,Comedy
2865,Cool Runnings (1993),4,892910268,Comedy
2866,Sling Blade (1996),4,886322758,Drama
2867,Pulp Fiction (1994),5,880887406,Crime
2868,"Fan, The (1996)",2,891390521,Thriller
2869,Kids (1995),1,875537099,Drama
2870,Men in Black (1997),4,884126240,Action
2871,"Omen, The (1976)",5,891497953,Horror
2872,"Game, The (1997)",4,891293606,Mystery
2873,Seven Years in Tibet (1997),4,891375629,Drama
2874,"Cowboy Way, The (1994)",3,883390674,Action
2875,Good Will Hunting (1997),4,891219977,Drama
2876,Citizen Ruth (1996),4,874834128,Comedy
2877,Mimic (1997),3,882387551,Sci-Fi
2878,Nikita (La Femme Nikita) (1990),5,888579920,Thriller
2879,Beavis and Butt-head Do America (1996),4,875244352,Animation
2880,Pete's Dragon (1977),1,886483670,Adventure
2881,Citizen Kane (1941),3,882373597,Drama
2882,"Great Escape, The (1963)",5,878044852,Adventure
2883,"Devil's Own, The (1997)",4,885775831,Action
2884,Ransom (1996),4,879543845,Drama
2885,Diva (1981),5,889452619,Action
2886,Sense and Sensibility (1995),3,890116499,Drama
2887,GoodFellas (1990),4,886397771,Crime
2888,Soul Food (1997),2,879481460,Drama
2889,Gone with the Wind (1939),3,884125093,Drama
2890,"Fish Called Wanda, A (1988)",4,884478086,Comedy
2891,"Fish Called Wanda, A (1988)",2,880472250,Comedy
2892,Eraser (1996),1,878739095,Action
2893,Leaving Las Vegas (1995),4,883524475,Drama
2894,Speed (1994),4,884749327,Action
2895,Rebecca (1940),5,887135753,Romance
2896,French Kiss (1995),5,879876524,Comedy
2897,Star Trek: The Wrath of Khan (1982),4,879572496,Action
2898,Face/Off (1997),2,882823905,Action
2899,Leaving Las Vegas (1995),4,880434810,Drama
2900,Get Shorty (1995),2,880131792,Action
2901,"Birdcage, The (1996)",3,879109110,Comedy
2902,Wings of Desire (1987),3,890770101,Comedy
2903,Snow White and the Seven Dwarfs (1937),4,874792907,Animation
2904,Mr. Holland's Opus (1995),3,891035699,Drama
2905,Maximum Risk (1996),2,883217030,Action
2906,"Santa Clause, The (1994)",3,880572218,Children's
2907,Dances with Wolves (1990),3,875981281,Adventure
2908,Liar Liar (1997),4,883440572,Comedy
2909,Pink Floyd - The Wall (1982),4,879465632,Drama
2910,One Flew Over the Cuckoo's Nest (1975),4,887738151,Drama
2911,"Graduate, The (1967)",5,877663303,Drama
2912,Aliens (1986),5,874873892,Action
2913,Broken Arrow (1996),1,888904927,Action
2914,Judge Dredd (1995),4,882079334,Action
2915,Batman Returns (1992),2,878347915,Action
2916,Babe (1995),3,877663612,Children's
2917,Robocop 3 (1993),1,885548137,Sci-Fi
2918,Mr. Holland's Opus (1995),3,881378653,Drama
2919,Manhattan (1979),2,879542588,Comedy
2920,Tombstone (1993),5,881654301,Western
2921,"Life Less Ordinary, A (1997)",2,888627018,Romance
2922,"Prophecy II, The (1998)",2,887509368,Horror
2923,Love and a .45 (1994),4,874834963,Thriller
2924,Free Willy 3: The Rescue (1997),4,879437184,Adventure
2925,Primal Fear (1996),3,887915366,Drama
2926,Gone with the Wind (1939),3,888906045,Drama
2927,Toy Story (1995),4,890859954,Animation
2928,My Life as a Dog (Mitt liv som hund) (1985),3,875308843,Drama
2929,Pulp Fiction (1994),5,889069709,Crime
2930,Reservoir Dogs (1992),5,893212895,Crime
2931,City Hall (1996),3,891395759,Drama
2932,Dances with Wolves (1990),5,879112436,Adventure
2933,"Truth About Cats & Dogs, The (1996)",3,884132777,Comedy
2934,Braveheart (1995),5,877487134,Action
2935,Looking for Richard (1996),3,880402996,Documentary
2936,"Terminator, The (1984)",2,892078936,Action
2937,"Juror, The (1996)",3,882395894,Drama
2938,Crimson Tide (1995),4,884364570,Drama
2939,E.T. the Extra-Terrestrial (1982),5,891545821,Children's
