id,name,age,score,category
2399,Dead Man Walking (1995),39,5.0,Drama
2400,To Gillian on Her 37th Birthday (1996),24,4.0,Drama
2401,Mr. Holland's Opus (1995),19,4.0,Drama
2402,Indiana Jones and the Last Crusade (1989),19,3.0,Action
"2403,""Peacemaker, The (1997)"",32,4.0,Action"
"2404,""Deer Hunter, The (1978)"",42,4.0,Drama"
2405,Dead Man Walking (1995),50,4.0,Drama
2406,Crimson Tide (1995),24,3.0,Drama
2407,Days of Thunder (1990),19,3.0,Action
2408,Vertigo (1958),25,5.0,Mystery
2409,My Life as a Dog (Mitt liv som hund) (1985),45,4.0,Drama
2410,That Thing You Do! (1996),36,2.0,Comedy
2411,U Turn (1997),46,5.0,Action
2412,Mr. Smith Goes to Washington (1939),36,4.0,Drama
2413,Broken Arrow (1996),37,3.0,Action
2414,Home for the Holidays (1995),23,2.0,Drama
2415,It's a Wonderful Life (1946),35,5.0,Drama
2416,Sabrina (1954),27,3.0,Comedy
"2417,""Killing Fields, The (1984)"",56,4.0,Drama"
"2418,""Craft, The (1996)"",35,1.0,Drama"
2419,Some Kind of Wonderful (1987),28,5.0,Drama
2420,Volcano (1997),27,3.0,Drama
"2421,""Lost World: Jurassic Park, The (1997)"",44,4.0,Action"
2422,Fargo (1996),42,5.0,Crime
2423,Last Man Standing (1996),20,4.0,Action
2424,Miller's Crossing (1990),23,4.0,Drama
2425,Dead Poets Society (1989),44,1.0,Drama
"2426,""Empire Strikes Back, The (1980)"",27,3.0,Action"
2427,Midnight Dancers (Sibak) (1994),39,3.0,Comedy
2428,Talking About Sex (1994),30,1.0,Comedy
"2429,""Fast, Cheap & Out of Control (1997)"",49,4.0,Documentary"
2430,Sense and Sensibility (1995),35,5.0,Drama
"2431,""Ice Storm, The (1997)"",36,4.0,Drama"
2432,James and the Giant Peach (1996),45,5.0,Animation
"2433,""Spitfire Grill, The (1996)"",38,4.0,Drama"
"2434,""Wrong Trousers, The (1993)"",29,5.0,Animation"
"2435,""Rock, The (1996)"",44,4.0,Action"
"2436,""Walk in the Clouds, A (1995)"",22,1.0,Drama"
2437,Muppet Treasure Island (1996),21,3.0,Action
2438,Glory (1989),27,5.0,Action
"2439,""Kiss Me, Guido (1997)"",24,3.0,Comedy"
2440,My Man Godfrey (1936),36,3.0,Comedy
2441,E.T. the Extra-Terrestrial (1982),28,3.0,Children's
2442,Boogie Nights (1997),47,1.0,Drama
"2443,""Ref, The (1994)"",23,3.0,Comedy"
2444,Heavy Metal (1981),38,4.0,Action
"2445,""Usual Suspects, The (1995)"",21,5.0,Crime"
2446,Donnie Brasco (1997),30,5.0,Crime
2447,Paradise Lost: The Child Murders at Robin Hood Hills (1996),27,5.0,Documentary
"2448,""Fugitive, The (1993)"",21,5.0,Action"
2449,Stand by Me (1986),28,4.0,Adventure
2450,Strictly Ballroom (1992),28,4.0,Comedy
2451,Kolya (1996),33,4.0,Comedy
2452,Independence Day (ID4) (1996),40,4.0,Action
2453,Alien (1979),48,4.0,Action
"2454,""Manchurian Candidate, The (1962)"",29,4.0,Film-Noir"
2455,Twister (1996),56,4.0,Action
2456,Fire Down Below (1997),35,2.0,Action
2457,Raiders of the Lost Ark (1981),38,5.0,Action
2458,Jack (1996),28,4.0,Comedy
2459,That Thing You Do! (1996),25,3.0,Comedy
2460,Taxi Driver (1976),27,3.0,Drama
2461,Lone Star (1996),53,5.0,Drama
2462,Titanic (1997),35,4.0,Action
2463,Bram Stoker's Dracula (1992),28,4.0,Horror
2464,Donnie Brasco (1997),22,5.0,Crime
2465,Mission: Impossible (1996),31,1.0,Action
2466,French Kiss (1995),32,4.0,Comedy
2467,Fargo (1996),39,5.0,Crime
2468,Booty Call (1997),23,4.0,Comedy
2469,Being There (1979),33,4.0,Comedy
2470,Wonderland (1997),14,1.0,Documentary
2471,Kingpin (1996),32,1.0,Comedy
2472,Annie Hall (1977),39,4.0,Comedy
"2473,""Remains of the Day, The (1993)"",27,4.0,Drama"
2474,Fantasia (1940),21,5.0,Animation
2475,Rebel Without a Cause (1955),39,5.0,Drama
2476,Boogie Nights (1997),35,4.0,Drama
2477,Maverick (1994),32,3.0,Action
2478,Private Benjamin (1980),31,3.0,Comedy
2479,Chain Reaction (1996),26,1.0,Action
2480,Heavenly Creatures (1994),29,4.0,Drama
2481,Die Hard (1988),19,4.0,Action
2482,Sphere (1998),47,3.0,Adventure
2483,Annie Hall (1977),29,3.0,Comedy
"2484,""Room with a View, A (1986)"",38,5.0,Drama"
"2485,""Unbearable Lightness of Being, The (1988)"",33,4.0,Drama"
2486,E.T. the Extra-Terrestrial (1982),20,3.0,Children's
2487,Rear Window (1954),45,4.0,Mystery
"2488,""American in Paris, An (1951)"",31,5.0,Musical"
2489,Bread and Chocolate (Pane e cioccolata) (1973),44,5.0,Drama
2490,Psycho (1960),21,4.0,Horror
"2491,""People vs. Larry Flynt, The (1996)"",30,1.0,Drama"
2492,Muppet Treasure Island (1996),41,4.0,Action
2493,Lone Star (1996),20,4.0,Drama
2494,French Kiss (1995),17,4.0,Comedy
2495,Last Action Hero (1993),41,3.0,Action
2496,Romy and Michele's High School Reunion (1997),40,3.0,Comedy
2497,Mrs. Doubtfire (1993),27,4.0,Comedy
"2498,""Perfect World, A (1993)"",27,2.0,Action"
2499,In the Bleak Midwinter (1995),39,3.0,Comedy
2500,Terminator 2: Judgment Day (1991),23,4.0,Action
2501,In the Name of the Father (1993),56,3.0,Drama
"2502,""House of the Spirits, The (1993)"",47,2.0,Drama"
2503,Citizen Kane (1941),27,3.0,Drama
"2504,""Basketball Diaries, The (1995)"",65,5.0,Drama"
2505,Evil Dead II (1987),57,2.0,Action
2506,Hamlet (1996),22,5.0,Drama
2507,Eraser (1996),40,3.0,Action
2508,Tombstone (1993),27,4.0,Western
2509,How to Make an American Quilt (1995),61,3.0,Drama
"2510,""Edge, The (1997)"",28,4.0,Adventure"
2511,Muriel's Wedding (1994),37,5.0,Comedy
2512,Malice (1993),29,5.0,Thriller
2513,This Is Spinal Tap (1984),50,5.0,Comedy
2514,Independence Day (ID4) (1996),31,4.0,Action
2515,Twister (1996),26,5.0,Action
2516,On Golden Pond (1981),39,3.0,Drama
2517,Addams Family Values (1993),18,5.0,Comedy
2518,Solo (1996),26,1.0,Action
"2519,""Big Sleep, The (1946)"",25,2.0,Film-Noir"
2520,Sense and Sensibility (1995),17,4.0,Drama
"2521,""Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"",29,4.0,Comedy"
2522,Exotica (1994),27,4.0,Drama
2523,Anna Karenina (1997),44,4.0,Drama
2524,Harlem (1993),23,3.0,Drama
"2525,""House of the Spirits, The (1993)"",31,5.0,Drama"
2526,Clockers (1995),27,4.0,Drama
2527,Breakdown (1997),25,1.0,Action
2528,Kiss the Girls (1997),38,3.0,Crime
2529,Raiders of the Lost Ark (1981),30,5.0,Action
2530,Young Frankenstein (1974),30,2.0,Comedy
"2531,""Crow, The (1994)"",29,3.0,Action"
"2532,""Last of the Mohicans, The (1992)"",31,3.0,Action"
"2533,""Aristocats, The (1970)"",19,4.0,Animation"
"2534,""Hudsucker Proxy, The (1994)"",27,5.0,Comedy"
2535,Titanic (1997),28,4.0,Action
"2536,""Shadow, The (1994)"",28,3.0,Action"
2537,Conan the Barbarian (1981),35,1.0,Action
2538,Harriet the Spy (1996),19,3.0,Children's
2539,White Squall (1996),51,3.0,Adventure
2540,Down by Law (1986),50,3.0,Comedy
2541,Dead Poets Society (1989),24,5.0,Drama
"2542,""Terminator, The (1984)"",34,4.0,Action"
2543,Return of the Jedi (1983),35,5.0,Action
2544,Con Air (1997),24,4.0,Action
2545,Young Frankenstein (1974),26,4.0,Comedy
2546,Jerry Maguire (1996),51,4.0,Drama
2547,True Lies (1994),32,5.0,Action
2548,2001: A Space Odyssey (1968),32,3.0,Drama
2549,Face/Off (1997),24,4.0,Action
2550,Richie Rich (1994),38,3.0,Children's
2551,Ulee's Gold (1997),30,4.0,Drama
2552,Mars Attacks! (1996),36,1.0,Action
2553,Last Man Standing (1996),41,2.0,Action
2554,Up in Smoke (1978),49,4.0,Comedy
"2555,""Age of Innocence, The (1993)"",30,4.0,Drama"
2556,Robert A. Heinlein's The Puppet Masters (1994),26,2.0,Horror
"2557,""Godfather, The (1972)"",57,5.0,Action"
"2558,""Bridges of Madison County, The (1995)"",33,5.0,Drama"
2559,Withnail and I (1987),27,2.0,Comedy
"2560,""Devil's Own, The (1997)"",26,4.0,Action"
2561,Braveheart (1995),21,5.0,Action
2562,Speed (1994),35,3.0,Action
2563,Independence Day (ID4) (1996),58,3.0,Action
2564,That Darn Cat! (1997),44,3.0,Children's
2565,Four Weddings and a Funeral (1994),29,3.0,Comedy
"2566,""River Wild, The (1994)"",18,5.0,Action"
"2567,""Long Kiss Goodnight, The (1996)"",33,2.0,Action"
2568,Terminator 2: Judgment Day (1991),36,4.0,Action
"2569,""Empire Strikes Back, The (1980)"",27,4.0,Action"
"2570,""Shawshank Redemption, The (1994)"",57,4.0,Drama"
"2571,""Jackal, The (1997)"",63,5.0,Action"
2572,Bonnie and Clyde (1967),29,4.0,Crime
2573,Speed 2: Cruise Control (1997),23,5.0,Action
2574,Bonnie and Clyde (1967),21,4.0,Crime
2575,When Harry Met Sally... (1989),28,4.0,Comedy
"2576,""English Patient, The (1996)"",18,3.0,Drama"
2577,Kolya (1996),19,4.0,Comedy
2578,Philadelphia (1993),65,5.0,Drama
2579,Giant (1956),60,3.0,Drama
2580,Dances with Wolves (1990),48,5.0,Adventure
2581,Brassed Off (1996),47,4.0,Comedy
"2582,""English Patient, The (1996)"",29,4.0,Drama"
2583,Real Genius (1985),47,3.0,Comedy
2584,Phenomenon (1996),42,3.0,Drama
"2585,""Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"",42,2.0,Drama"
2586,Angels and Insects (1995),69,4.0,Drama
2587,Star Trek VI: The Undiscovered Country (1991),56,2.0,Action
2588,Contact (1997),27,4.0,Drama
2589,Dave (1993),30,4.0,Comedy
"2590,""Last of the Mohicans, The (1992)"",51,5.0,Action"
2591,Star Trek III: The Search for Spock (1984),25,2.0,Action
2592,Mighty Aphrodite (1995),30,3.0,Comedy
2593,Dances with Wolves (1990),30,3.0,Adventure
"2594,""Man Who Knew Too Little, The (1997)"",13,3.0,Comedy"
2595,Air Bud (1997),25,3.0,Children's
"2596,""Graduate, The (1967)"",43,5.0,Drama"
"2597,""Neon Bible, The (1995)"",50,3.0,Drama"
2598,Mars Attacks! (1996),22,2.0,Action
2599,My Man Godfrey (1936),35,4.0,Comedy
2600,Ace Ventura: Pet Detective (1994),18,4.0,Comedy
2601,That Darn Cat! (1997),28,5.0,Children's
2602,Stephen King's The Langoliers (1995),18,5.0,Horror
2603,I'm Not Rappaport (1996),65,3.0,Comedy
2604,She's the One (1996),30,2.0,Comedy
"2605,""Ghost and the Darkness, The (1996)"",20,4.0,Action"
2606,Anne Frank Remembered (1995),31,4.0,Documentary
2607,Get Shorty (1995),38,5.0,Action
2608,Titanic (1997),25,5.0,Action
2609,Pump Up the Volume (1990),25,4.0,Drama
"2610,""Adventures of Priscilla, Queen of the Desert, The (1994)"",40,4.0,Comedy"
2611,Babe (1995),35,4.0,Children's
"2612,""Perfect Candidate, A (1996)"",60,2.0,Documentary"
"2613,""Island of Dr. Moreau, The (1996)"",19,3.0,Sci-Fi"
2614,Dante's Peak (1997),22,2.0,Action
2615,Stealing Beauty (1996),26,3.0,Drama
2616,Blade Runner (1982),20,4.0,Film-Noir
"2617,""Blues Brothers, The (1980)"",50,3.0,Action"
"2618,""Graduate, The (1967)"",30,5.0,Drama"
"2619,""Nightmare Before Christmas, The (1993)"",31,5.0,Children's"
2620,It Could Happen to You (1994),17,4.0,Drama
2621,Angels and Insects (1995),44,4.0,Drama
"2622,""Fox and the Hound, The (1981)"",30,4.0,Animation"
2623,Cape Fear (1991),50,3.0,Thriller
"2624,""Crow: City of Angels, The (1996)"",20,1.0,Action"
2625,One Flew Over the Cuckoo's Nest (1975),46,4.0,Drama
2626,Cold Comfort Farm (1995),28,4.0,Comedy
"2627,""Birdcage, The (1996)"",28,3.0,Comedy"
2628,Twister (1996),31,3.0,Action
2629,My Best Friend's Wedding (1997),27,4.0,Comedy
2630,Addams Family Values (1993),27,3.0,Comedy
2631,Bedknobs and Broomsticks (1971),27,3.0,Adventure
2632,Free Willy 2: The Adventure Home (1995),44,2.0,Adventure
2633,Bogus (1996),40,4.0,Children's
"2634,""Arrival, The (1996)"",26,1.0,Action"
2635,When Harry Met Sally... (1989),61,5.0,Comedy
2636,Midnight in the Garden of Good and Evil (1997),30,5.0,Comedy
2637,Excess Baggage (1997),47,2.0,Adventure
2638,Sleepless in Seattle (1993),21,4.0,Comedy
2639,Fargo (1996),19,5.0,Crime
2640,Freeway (1996),33,3.0,Crime
2641,Independence Day (ID4) (1996),38,3.0,Action
2642,Lord of Illusions (1995),21,3.0,Horror
2643,Children of the Corn: The Gathering (1996),19,2.0,Horror
2644,Blade Runner (1982),36,4.0,Film-Noir
2645,Cyrano de Bergerac (1990),27,3.0,Action
"2646,""Brady Bunch Movie, The (1995)"",22,3.0,Comedy"
2647,Hackers (1995),25,4.0,Action
"2648,""Cry, the Beloved Country (1995)"",23,4.0,Drama"
"2649,""Silence of the Lambs, The (1991)"",44,4.0,Drama"
2650,Space Jam (1996),24,1.0,Adventure
2651,Schindler's List (1993),28,5.0,Drama
2652,Fallen (1998),27,4.0,Action
2653,Jerry Maguire (1996),35,4.0,Drama
2654,Dead Man Walking (1995),51,5.0,Drama
2655,Dragonheart (1996),28,3.0,Action
2656,Seven (Se7en) (1995),24,4.0,Crime
2657,Star Trek: Generations (1994),56,2.0,Action
2658,Beauty and the Beast (1991),32,4.0,Animation
2659,Maverick (1994),27,4.0,Action
2660,Mighty Aphrodite (1995),40,3.0,Comedy
2661,Aladdin and the King of Thieves (1996),28,2.0,Animation
"2662,""Apartment, The (1960)"",31,5.0,Comedy"
2663,Tomorrow Never Dies (1997),26,3.0,Action
"2664,""Empire Strikes Back, The (1980)"",25,4.0,Action"
"2665,""Inspector General, The (1949)"",46,4.0,Musical"
2666,Rob Roy (1995),26,4.0,Drama
"2667,""Net, The (1995)"",51,2.0,Sci-Fi"
2668,Crash (1996),26,2.0,Drama
"2669,""Sword in the Stone, The (1963)"",17,4.0,Animation"
2670,Ransom (1996),35,4.0,Drama
"2671,""Game, The (1997)"",15,3.0,Mystery"
2672,Charade (1963),25,5.0,Comedy
2673,Benny & Joon (1993),24,4.0,Comedy
2674,In the Line of Fire (1993),27,5.0,Action
2675,Dazed and Confused (1993),29,4.0,Comedy
2676,It's a Wonderful Life (1946),32,3.0,Drama
2677,Sliver (1993),40,4.0,Thriller
2678,Jerry Maguire (1996),47,4.0,Drama
2679,North by Northwest (1959),24,5.0,Comedy
2680,Akira (1988),19,5.0,Adventure
2681,Get on the Bus (1996),51,3.0,Drama
"2682,""Apartment, The (1960)"",60,5.0,Comedy"
2683,Alice in Wonderland (1951),23,4.0,Animation
2684,Jingle All the Way (1996),30,1.0,Adventure
2685,Glory (1989),22,5.0,Action
2686,Cat on a Hot Tin Roof (1958),27,5.0,Drama
2687,Shall We Dance? (1996),26,5.0,Comedy
2688,Up Close and Personal (1996),36,2.0,Drama
2689,Money Train (1995),57,3.0,Action
2690,Miller's Crossing (1990),34,4.0,Drama
2691,Donnie Brasco (1997),51,4.0,Crime
2692,Junior (1994),13,4.0,Comedy
"2693,""People vs. Larry Flynt, The (1996)"",29,4.0,Drama"
2694,Singin' in the Rain (1952),66,4.0,Musical
2695,Pulp Fiction (1994),41,2.0,Crime
"2696,""Silence of the Lambs, The (1991)"",26,5.0,Drama"
2697,Pete's Dragon (1977),22,1.0,Adventure
"2698,""Crucible, The (1996)"",48,3.0,Drama"
"2699,""Fish Called Wanda, A (1988)"",32,3.0,Comedy"
"2700,""Close Shave, A (1995)"",29,5.0,Animation"
"2701,""Beautician and the Beast, The (1997)"",44,1.0,Comedy"
2702,Searching for Bobby Fischer (1993),15,3.0,Drama
2703,Until the End of the World (Bis ans Ende der Welt) (1991),60,4.0,Drama
2704,How to Make an American Quilt (1995),32,4.0,Drama
2705,Bananas (1971),44,4.0,Comedy
2706,Mad City (1997),29,1.0,Action
"2707,""Client, The (1994)"",27,3.0,Drama"
2708,Restoration (1995),23,3.0,Drama
"2709,""Princess Bride, The (1987)"",51,4.0,Action"
2710,Twelve Monkeys (1995),47,4.0,Drama
2711,Like Water For Chocolate (Como agua para chocolate) (1992),58,4.0,Drama
2712,Star Trek: Generations (1994),57,4.0,Action
2713,Mr. Holland's Opus (1995),17,3.0,Drama
2714,Fathers' Day (1997),49,4.0,Comedy
2715,Cape Fear (1991),33,3.0,Thriller
2716,Stranger in the House (1997),64,3.0,Thriller
"2717,""Crucible, The (1996)"",51,5.0,Drama"
2718,Seven Years in Tibet (1997),29,5.0,Drama
2719,Alien (1979),28,5.0,Action
2720,Pretty Woman (1990),24,5.0,Comedy
2721,Harold and Maude (1971),36,3.0,Comedy
"2722,""Godfather, The (1972)"",22,5.0,Action"
2723,Nine Months (1995),32,3.0,Comedy
"2724,""Stupids, The (1996)"",30,1.0,Comedy"
2725,Cape Fear (1962),22,5.0,Film-Noir
2726,Die Hard 2 (1990),46,4.0,Action
2727,Star Wars (1977),35,4.0,Action
2728,Being There (1979),39,4.0,Comedy
2729,Babe (1995),60,5.0,Children's
2730,Independence Day (ID4) (1996),28,3.0,Action
2731,Courage Under Fire (1996),24,4.0,Drama
2732,Independence Day (ID4) (1996),22,2.0,Action
2733,Star Trek: The Wrath of Khan (1982),20,3.0,Action
2734,Judge Dredd (1995),33,2.0,Action
2735,Aliens (1986),38,3.0,Action
2736,Star Trek: The Motion Picture (1979),35,4.0,Action
"2737,""Sword in the Stone, The (1963)"",26,4.0,Animation"
2738,Bullets Over Broadway (1994),51,4.0,Comedy
2739,Titanic (1997),22,4.0,Action
"2740,""Three Musketeers, The (1993)"",25,3.0,Action"
2741,Real Genius (1985),29,5.0,Comedy
2742,Natural Born Killers (1994),21,3.0,Action
2743,Quiz Show (1994),51,3.0,Drama
2744,Six Degrees of Separation (1993),32,5.0,Drama
2745,Ed Wood (1994),30,4.0,Comedy
2746,Heat (1995),18,5.0,Action
2747,Eraser (1996),51,3.0,Action
2748,Mission: Impossible (1996),51,4.0,Action
2749,Amadeus (1984),52,4.0,Drama
"2750,""Adventures of Priscilla, Queen of the Desert, The (1994)"",27,3.0,Comedy"
"2751,""African Queen, The (1951)"",49,5.0,Action"
2752,Secrets & Lies (1996),49,4.0,Drama
"2753,""Rainmaker, The (1997)"",23,3.0,Drama"
2754,Conan the Barbarian (1981),47,4.0,Action
2755,Face/Off (1997),18,5.0,Action
2756,True Lies (1994),28,3.0,Action
2757,Mother (1996),29,3.0,Comedy
2758,12 Angry Men (1957),42,4.0,Drama
2759,Groundhog Day (1993),60,4.0,Comedy
2760,Blade Runner (1982),25,5.0,Film-Noir
2761,Gone with the Wind (1939),26,4.0,Drama
2762,Dirty Dancing (1987),24,3.0,Musical
2763,Sabrina (1995),43,3.0,Comedy
2764,Mr. Wrong (1996),20,3.0,Comedy
"2765,""Walk in the Clouds, A (1995)"",30,5.0,Drama"
2766,Braveheart (1995),28,5.0,Action
2767,Speed (1994),27,3.0,Action
2768,Bhaji on the Beach (1993),36,2.0,Comedy
2769,Emma (1996),27,4.0,Drama
2770,Quiz Show (1994),24,3.0,Drama
"2771,""Empire Strikes Back, The (1980)"",25,4.0,Action"
2772,Con Air (1997),46,3.0,Action
"2773,""Devil's Advocate, The (1997)"",58,4.0,Crime"
2774,Conspiracy Theory (1997),38,4.0,Action
2775,Kiss of Death (1995),20,4.0,Crime
2776,Don Juan DeMarco (1995),27,4.0,Comedy
"2777,""Fish Called Wanda, A (1988)"",32,5.0,Comedy"
2778,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),13,4.0,Comedy
2779,Breakfast at Tiffany's (1961),32,3.0,Drama
2780,Like Water For Chocolate (Como agua para chocolate) (1992),33,4.0,Drama
"2781,""Grifters, The (1990)"",50,3.0,Crime"
2782,True Lies (1994),19,1.0,Action
2783,Extreme Measures (1996),33,1.0,Drama
2784,Scream (1996),37,5.0,Horror
2785,Pulp Fiction (1994),22,5.0,Crime
"2786,""Nightmare on Elm Street, A (1984)"",32,4.0,Horror"
"2787,""Getaway, The (1994)"",27,2.0,Action"
"2788,""Maltese Falcon, The (1941)"",45,5.0,Film-Noir"
2789,Picnic (1955),56,3.0,Drama
2790,Anaconda (1997),34,2.0,Action
2791,Eddie (1996),26,3.0,Comedy
2792,To Die For (1995),24,2.0,Comedy
"2793,""Birdcage, The (1996)"",30,2.0,Comedy"
2794,Dead Poets Society (1989),27,5.0,Drama
"2795,""Remains of the Day, The (1993)"",26,4.0,Drama"
2796,G.I. Jane (1997),28,4.0,Action
2797,Willy Wonka and the Chocolate Factory (1971),28,4.0,Adventure
2798,Ransom (1996),37,5.0,Drama
2799,Ghost (1990),40,3.0,Comedy
2800,Cape Fear (1962),18,2.0,Film-Noir
2801,Henry V (1989),29,5.0,Drama
"2802,""Graduate, The (1967)"",53,5.0,Drama"
"2803,""Great Escape, The (1963)"",21,4.0,Adventure"
2804,Grosse Fatigue (1994),50,3.0,Comedy
2805,Heathers (1989),28,5.0,Comedy
2806,Lawrence of Arabia (1962),48,5.0,Adventure
"2807,""Hudsucker Proxy, The (1994)"",58,3.0,Comedy"
2808,Notorious (1946),32,3.0,Film-Noir
2809,Speed (1994),29,4.0,Action
2810,Firestorm (1998),60,3.0,Action
2811,Emma (1996),45,4.0,Drama
2812,Muriel's Wedding (1994),32,3.0,Comedy
2813,Clerks (1994),27,2.0,Comedy
2814,L.A. Confidential (1997),20,5.0,Crime
2815,Wes Craven's New Nightmare (1994),30,2.0,Horror
2816,Bananas (1971),27,4.0,Comedy
2817,Some Like It Hot (1959),37,4.0,Comedy
2818,Air Force One (1997),31,4.0,Action
2819,Chain Reaction (1996),26,2.0,Action
2820,Snow White and the Seven Dwarfs (1937),24,4.0,Animation
2821,Contact (1997),21,4.0,Drama
2822,Three Colors: Red (1994),52,4.0,Drama
2823,Kingpin (1996),27,4.0,Comedy
2824,Muriel's Wedding (1994),65,1.0,Comedy
2825,Alien (1979),33,4.0,Action
"2826,""Peacemaker, The (1997)"",24,4.0,Action"
2827,Evil Dead II (1987),19,3.0,Action
2828,Midnight in the Garden of Good and Evil (1997),30,5.0,Comedy
2829,Eddie (1996),32,3.0,Comedy
2830,Picture Perfect (1997),61,3.0,Comedy
2831,Four Rooms (1995),23,3.0,Thriller
2832,Good Will Hunting (1997),51,2.0,Drama
2833,Stealing Beauty (1996),25,4.0,Drama
2834,Grosse Fatigue (1994),36,5.0,Comedy
"2835,""Birdcage, The (1996)"",27,4.0,Comedy"
"2836,""Last of the Mohicans, The (1992)"",57,4.0,Action"
2837,From Dusk Till Dawn (1996),19,5.0,Action
2838,Contact (1997),36,4.0,Drama
"2839,""Truth About Cats & Dogs, The (1996)"",47,5.0,Comedy"
"2840,""Brothers McMullen, The (1995)"",34,1.0,Comedy"
2841,William Shakespeare's Romeo and Juliet (1996),24,3.0,Drama
2842,Sleepers (1996),26,3.0,Crime
2843,Vegas Vacation (1997),23,2.0,Comedy
"2844,""Lost World: Jurassic Park, The (1997)"",35,4.0,Action"
"2845,""Birds, The (1963)"",19,4.0,Horror"
"2846,""Daytrippers, The (1996)"",50,2.0,Mystery"
2847,Contact (1997),48,4.0,Drama
2848,Ma vie en rose (My Life in Pink) (1997),60,3.0,Comedy
2849,Tomorrow Never Dies (1997),18,4.0,Action
2850,To Be or Not to Be (1942),65,2.0,Comedy
"2851,""Usual Suspects, The (1995)"",20,4.0,Crime"
2852,Mary Poppins (1964),35,5.0,Children's
"2853,""Wrong Trousers, The (1993)"",38,5.0,Animation"
2854,Primal Fear (1996),42,4.0,Drama
"2855,""Christmas Carol, A (1938)"",24,4.0,Drama"
2856,Conspiracy Theory (1997),36,2.0,Action
"2857,""English Patient, The (1996)"",31,2.0,Drama"
"2858,""Empire Strikes Back, The (1980)"",35,3.0,Action"
"2859,""Band Wagon, The (1953)"",60,3.0,Comedy"
2860,Evil Dead II (1987),36,3.0,Action
"2861,""Sex, Lies, and Videotape (1989)"",44,5.0,Drama"
"2862,""Fish Called Wanda, A (1988)"",20,2.0,Comedy"
2863,Rumble in the Bronx (1995),22,4.0,Action
2864,Contact (1997),23,4.0,Drama
2865,Blade Runner (1982),42,4.0,Film-Noir
"2866,""Brady Bunch Movie, The (1995)"",29,2.0,Comedy"
2867,Groundhog Day (1993),60,4.0,Comedy
2868,Ninotchka (1939),60,4.0,Comedy
2869,Star Trek: The Motion Picture (1979),39,3.0,Action
2870,Star Wars (1977),34,5.0,Action
"2871,""Beautician and the Beast, The (1997)"",40,3.0,Comedy"
"2872,""Devil's Own, The (1997)"",19,3.0,Action"
2873,Spice World (1997),18,1.0,Comedy
2874,Beavis and Butt-head Do America (1996),19,4.0,Animation
2875,Good Will Hunting (1997),42,4.0,Drama
2876,Liar Liar (1997),28,4.0,Comedy
2877,Threesome (1994),24,4.0,Comedy
2878,Desperate Measures (1998),31,4.0,Crime
"2879,""Postino, Il (1994)"",33,4.0,Drama"
2880,Indiana Jones and the Last Crusade (1989),35,3.0,Action
2881,Michael (1996),43,3.0,Comedy
"2882,""Lost World: Jurassic Park, The (1997)"",29,2.0,Action"
2883,Mary Reilly (1996),26,2.0,Drama
"2884,""Close Shave, A (1995)"",22,5.0,Animation"
2885,When We Were Kings (1996),44,4.0,Documentary
2886,Twilight (1998),51,3.0,Crime
2887,Big Night (1996),27,5.0,Drama
2888,Shall We Dance? (1996),30,4.0,Comedy
2889,Shine (1996),37,4.0,Drama
2890,Once Upon a Time in the West (1969),24,3.0,Western
2891,Destiny Turns on the Radio (1995),27,3.0,Comedy
"2892,""Nightmare Before Christmas, The (1993)"",27,4.0,Children's"
2893,On Golden Pond (1981),46,5.0,Drama
2894,Barcelona (1994),43,4.0,Comedy
"2895,""Phantom, The (1996)"",14,1.0,Adventure"
2896,Sense and Sensibility (1995),36,5.0,Drama
2897,Volcano (1997),43,3.0,Drama
2898,Picture Perfect (1997),30,1.0,Comedy
2899,Contact (1997),40,3.0,Drama
2900,Contact (1997),21,2.0,Drama
"2901,""Birdcage, The (1996)"",51,3.0,Comedy"
2902,Field of Dreams (1989),19,5.0,Drama
2903,Indiana Jones and the Last Crusade (1989),69,4.0,Action
2904,Murder at 1600 (1997),47,5.0,Mystery
"2905,""American Werewolf in London, An (1981)"",25,2.0,Horror"
"2906,""Good, The Bad and The Ugly, The (1966)"",20,4.0,Action"
2907,Fathers' Day (1997),18,1.0,Comedy
2908,Speed (1994),42,4.0,Action
2909,12 Angry Men (1957),57,4.0,Drama
2910,E.T. the Extra-Terrestrial (1982),32,5.0,Children's
"2911,""Nutty Professor, The (1996)"",21,4.0,Comedy"
2912,Fargo (1996),40,3.0,Crime
"2913,""Fish Called Wanda, A (1988)"",37,4.0,Comedy"
2914,From Dusk Till Dawn (1996),37,2.0,Action
"2915,""Last Supper, The (1995)"",27,2.0,Drama"
2916,Clueless (1995),15,3.0,Comedy
2917,Telling Lies in America (1997),16,1.0,Drama
2918,Breakdown (1997),30,1.0,Action
2919,Escape from L.A. (1996),22,3.0,Action
2920,Willy Wonka and the Chocolate Factory (1971),33,4.0,Adventure
2921,Willy Wonka and the Chocolate Factory (1971),28,3.0,Adventure
2922,Natural Born Killers (1994),51,1.0,Action
"2923,""Jackal, The (1997)"",27,1.0,Action"
"2924,""Terminator, The (1984)"",34,5.0,Action"
2925,Starship Troopers (1997),25,4.0,Action
2926,Scream (1996),26,4.0,Horror
